| Nº pess/|Período|data atual|TipTmp|TxtDescritTipTempos      |     Número|
|   309141| 202205|05/05/2022|0120  |Período variável Ausência|      0,10 |
|   309141| 202205|05/05/2022|0100  |Período variável         |      7,32 |
|   309141| 202205|05/05/2022|0020  |Ausência                 |      0,10 |
|   309141| 202205|05/05/2022|0003  |Horário individual       |      7,32 |
|   309141| 202205|05/05/2022|0110  |Período variável Presença|      7,32 |
|   309141| 202205|05/05/2022|0010  |Presença                 |      7,32 |
|   309141| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   309141| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,10 |
|   309141| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,10 |
|   309141| 202205|05/05/2022|Z200  |Horas normais troca dia  |      7,32 |
|   309141| 202205|05/05/2022|E837  |Hrs Normais              |      7,32 |
|   309141| 202205|05/05/2022|BRCO  |Compensação horária      |      0,02-|
|   309141| 202205|05/05/2022|2350  |Jornada Mensal           |      7,32 |
|   309141| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      1,73-|
|   309141| 202205|05/05/2022|9357  |Bco Hrs Compensadas      |      0,02-|
|   309141| 202205|05/05/2022|4457  |Jorn Comp/ Banco Horas   |      0,02-|
|   309141| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   309141| 202205|05/05/2022|0005  |Saldo horário flexível   |      0,02-|
|   309141| 202205|05/05/2022|0050  |Horas produtivas         |      7,32 |
|   309141| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      7,32 |
|   318565| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   318565| 202205|05/05/2022|PAND  |Par inicial  teórico dia |     21,92 |
|   318565| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     21,92 |
|   318565| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   318565| 202205|05/05/2022|PANZ  |Aux/ calc/ Par final DSR |     24,00-|
|   318565| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   318565| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,18 |
|   318565| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   318565| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      6,33 |
|   318565| 202205|05/05/2022|JREA  |Jornada Realizada        |      6,52 |
|   318565| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      6,52 |
|   318565| 202205|05/05/2022|2837  |Horas Normais            |      6,33 |
|   318565| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,19 |
|   318565| 202205|05/05/2022|DSNT  |Hrs noturnas trab//dia   |      6,00 |
|   318565| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      0,33 |
|   318565| 202205|05/05/2022|BRTN  |Hrs/trabalho turno noite |      6,00 |
|   318565| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,18 |
|   318565| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   318565| 202205|05/05/2022|9100  |Redução Noturna          |      3,05 |
|   318565| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,18 |
|   318565| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,18 |
|   318565| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,18 |
|   318565| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,18 |
|   318565| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,18 |
|   318565| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,18 |
|   318565| 202205|05/05/2022|0110  |Período variável Presença|      6,52 |
|   318565| 202205|05/05/2022|0010  |Presença                 |      6,52 |
|   318565| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,18 |
|   318565| 202205|05/05/2022|0100  |Período variável         |      6,33 |
|   318565| 202205|05/05/2022|0003  |Horário individual       |      6,33 |
|   318565| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   318565| 202205|05/05/2022|Z200  |Horas normais troca dia  |      6,33 |
|   318565| 202205|05/05/2022|E837  |Hrs Normais              |      6,33 |
|   318565| 202205|05/05/2022|E455  |Adicional Noturno 25%    |      6,86 |
|   318565| 202205|05/05/2022|BRCO  |Compensação horária      |      0,18 |
|   318565| 202205|05/05/2022|2350  |Jornada Mensal           |      6,33 |
|   318565| 202205|05/05/2022|0002  |Tempo teórico            |      6,33 |
|   318565| 202205|05/05/2022|0050  |Horas produtivas         |      6,52 |
|   318565| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      6,52 |
|   318584| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   318584| 202205|05/05/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   318584| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   318584| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   318584| 202205|05/05/2022|PANZ  |Aux/ calc/ Par final DSR |     24,00-|
|   318584| 202205|05/05/2022|PANT  |Par final anterior a DSR |     22,48 |
|   318584| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   318584| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,82 |
|   318584| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   318584| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   318584| 202205|05/05/2022|JREA  |Jornada Realizada        |      8,15 |
|   318584| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      8,15 |
|   318584| 202205|05/05/2022|2837  |Horas Normais            |      7,33 |
|   318584| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   318584| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   318584| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,33 |
|   318584| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   318584| 202205|05/05/2022|BRN2  |HrsExtra turno noite Ctg2|      0,48 |
|   318584| 202205|05/05/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   318584| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,82 |
|   318584| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,82 |
|   318584| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,82 |
|   318584| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,82 |
|   318584| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,82 |
|   318584| 202205|05/05/2022|0110  |Período variável Presença|      8,15 |
|   318584| 202205|05/05/2022|0100  |Período variável         |      7,33 |
|   318584| 202205|05/05/2022|0010  |Presença                 |      8,15 |
|   318584| 202205|05/05/2022|0003  |Horário individual       |      7,33 |
|   318584| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   318584| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,82 |
|   318584| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,82 |
|   318584| 202205|05/05/2022|Z200  |Horas normais troca dia  |      7,33 |
|   318584| 202205|05/05/2022|E837  |Hrs Normais              |      7,33 |
|   318584| 202205|05/05/2022|E565  |Ad Not 25% S/ HE 60%     |      0,48 |
|   318584| 202205|05/05/2022|BRCO  |Compensação horária      |      0,82 |
|   318584| 202205|05/05/2022|2350  |Jornada Mensal           |      7,33 |
|   318584| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      3,00-|
|   318584| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   318584| 202205|05/05/2022|0005  |Saldo horário flexível   |      0,00 |
|   318584| 202205|05/05/2022|0050  |Horas produtivas         |      8,15 |
|   318584| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      8,15 |
|   325096| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   325096| 202205|05/05/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   325096| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   325096| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   325096| 202205|05/05/2022|PANT  |Par final anterior a DSR |     13,82 |
|   325096| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   325096| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,67 |
|   325096| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   325096| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   325096| 202205|05/05/2022|JREA  |Jornada Realizada        |      8,00 |
|   325096| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      8,00 |
|   325096| 202205|05/05/2022|2837  |Horas Normais            |      7,33 |
|   325096| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   325096| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   325096| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,48 |
|   325096| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   325096| 202205|05/05/2022|BRN2  |HrsExtra turno noite Ctg2|      0,18 |
|   325096| 202205|05/05/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   325096| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,67 |
|   325096| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,67 |
|   325096| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,67 |
|   325096| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,67 |
|   325096| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,67 |
|   325096| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,67 |
|   325096| 202205|05/05/2022|0110  |Período variável Presença|      8,00 |
|   325096| 202205|05/05/2022|0010  |Presença                 |      8,00 |
|   325096| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,67 |
|   325096| 202205|05/05/2022|0100  |Período variável         |      7,33 |
|   325096| 202205|05/05/2022|0003  |Horário individual       |      7,33 |
|   325096| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   325096| 202205|05/05/2022|Z200  |Horas normais troca dia  |      7,33 |
|   325096| 202205|05/05/2022|E837  |Hrs Normais              |      7,33 |
|   325096| 202205|05/05/2022|E565  |Ad Not 25% S/ HE 60%     |      0,18 |
|   325096| 202205|05/05/2022|BRCO  |Compensação horária      |      0,67 |
|   325096| 202205|05/05/2022|2350  |Jornada Mensal           |      7,33 |
|   325096| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   325096| 202205|05/05/2022|0050  |Horas produtivas         |      8,00 |
|   325096| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      8,00 |
|   332708| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   332708| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      6,00-|
|   332708| 202205|05/05/2022|NUMA  |Numero Horas Tipo Proc/ A|      7,33 |
|   332708| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   332708| 202205|05/05/2022|3997  |Horas de Faltas          |      7,33 |
|   332708| 202205|05/05/2022|BRDE  |Horas de dedução         |      7,33 |
|   332708| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      7,14-|
|   332708| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   332708| 202205|05/05/2022|0005  |Saldo horário flexível   |      7,33-|
|   342147| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   342147| 202205|05/05/2022|PAND  |Par inicial  teórico dia |     21,92 |
|   342147| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     21,92 |
|   342147| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   342147| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   342147| 202205|05/05/2022|9073  |Contador Mens 73 SeqTrab |      1,00 |
|   342147| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,15 |
|   342147| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   342147| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      6,33 |
|   342147| 202205|05/05/2022|JREA  |Jornada Realizada        |      6,48 |
|   342147| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      6,48 |
|   342147| 202205|05/05/2022|2837  |Horas Normais            |      6,33 |
|   342147| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,19 |
|   342147| 202205|05/05/2022|DSNT  |Hrs noturnas trab//dia   |      6,00 |
|   342147| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      0,33 |
|   342147| 202205|05/05/2022|BRTN  |Hrs/trabalho turno noite |      6,00 |
|   342147| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,15 |
|   342147| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   342147| 202205|05/05/2022|9100  |Redução Noturna          |      3,05 |
|   342147| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,15 |
|   342147| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,15 |
|   342147| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,15 |
|   342147| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,15 |
|   342147| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,15 |
|   342147| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,15 |
|   342147| 202205|05/05/2022|0110  |Período variável Presença|      6,48 |
|   342147| 202205|05/05/2022|0010  |Presença                 |      6,48 |
|   342147| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,15 |
|   342147| 202205|05/05/2022|0100  |Período variável         |      6,33 |
|   342147| 202205|05/05/2022|0003  |Horário individual       |      6,33 |
|   342147| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   342147| 202205|05/05/2022|Z200  |Horas normais troca dia  |      6,33 |
|   342147| 202205|05/05/2022|E837  |Hrs Normais              |      6,33 |
|   342147| 202205|05/05/2022|E455  |Adicional Noturno 25%    |      6,86 |
|   342147| 202205|05/05/2022|BRCO  |Compensação horária      |      0,15 |
|   342147| 202205|05/05/2022|2350  |Jornada Mensal           |      6,33 |
|   342147| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      0,72-|
|   342147| 202205|05/05/2022|0002  |Tempo teórico            |      6,33 |
|   342147| 202205|05/05/2022|0050  |Horas produtivas         |      6,48 |
|   342147| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      6,48 |
|   496224| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   496224| 202205|05/05/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   496224| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   496224| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   496224| 202205|05/05/2022|PANT  |Par final anterior a DSR |     22,05 |
|   496224| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   496224| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,38 |
|   496224| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   496224| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   496224| 202205|05/05/2022|JREA  |Jornada Realizada        |      7,72 |
|   496224| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      7,72 |
|   496224| 202205|05/05/2022|2837  |Horas Normais            |      7,33 |
|   496224| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   496224| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   496224| 202205|05/05/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,33 |
|   496224| 202205|05/05/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   496224| 202205|05/05/2022|BRN2  |HrsExtra turno noite Ctg2|      0,05 |
|   496224| 202205|05/05/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   496224| 202205|05/05/2022|2502  |Banco de Horas 60%       |      0,38 |
|   496224| 202205|05/05/2022|2700  |Saldo Semanal BH         |      0,38 |
|   496224| 202205|05/05/2022|2701  |Saldo Mensal BH          |      0,38 |
|   496224| 202205|05/05/2022|E502  |Bco Hrs 60%              |      0,38 |
|   496224| 202205|05/05/2022|8704  |Hrs Extras 60%           |      0,38 |
|   496224| 202205|05/05/2022|0110  |Período variável Presença|      7,72 |
|   496224| 202205|05/05/2022|0100  |Período variável         |      7,33 |
|   496224| 202205|05/05/2022|0010  |Presença                 |      7,72 |
|   496224| 202205|05/05/2022|0003  |Horário individual       |      7,33 |
|   496224| 202205|05/05/2022|0500  |Intervalo                |      1,00 |
|   496224| 202205|05/05/2022|0310  |Hrs/extrs/não autor/pres/|      0,38 |
|   496224| 202205|05/05/2022|0301  |Hrs/extras não autorizad/|      0,38 |
|   496224| 202205|05/05/2022|Z200  |Horas normais troca dia  |      7,33 |
|   496224| 202205|05/05/2022|E837  |Hrs Normais              |      7,33 |
|   496224| 202205|05/05/2022|E565  |Ad Not 25% S/ HE 60%     |      0,05 |
|   496224| 202205|05/05/2022|BRCO  |Compensação horária      |      0,38 |
|   496224| 202205|05/05/2022|2350  |Jornada Mensal           |      7,33 |
|   496224| 202205|05/05/2022|9400  |Bco Hrs Compensadas 16-31|      7,14-|
|   496224| 202205|05/05/2022|0002  |Tempo teórico            |      7,33 |
|   496224| 202205|05/05/2022|0005  |Saldo horário flexível   |      0,00 |
|   496224| 202205|05/05/2022|0050  |Horas produtivas         |      7,72 |
|   496224| 202205|05/05/2022|0051  |Hrs/produtivas acumuladas|      7,72 |
|   519015| 202205|05/05/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   519015| 202205|05/05/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   519015| 202205|05/05/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   519015| 202205|05/05/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   519015| 202205|05/05/2022|PANT  |Par final anterior a DSR |     22,05 |
|   519015| 202205|05/05/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   519015| 202205|05/05/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,77 |
|   519015| 202205|05/05/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   519015| 202205|05/05/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   519015| 202205|05/05/2022|JREA  |Jornada Realizada        |      8,10 |
|   519015| 202205|05/05/2022|JRES  |Jornada Realizada Sadia  |      8,10 |
|   519015| 202205|05/05/2022|2837  |Horas Normais            |      7,33 |
|   519015| 202205|05/05/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   519015| 202205|05/05/2022|BRTD  |Horas trabalho turno dia |      7,33 |
